source_path,git_mode,git_blob_oid,source_size_bytes,source_sha256,projected_path,projected_size_bytes,projected_sha256,classification,byte_identity,public_status,public_release_eligible,record_status
.github/workflows/triadicgate-ci.yml,100644,50f40a8426edccf5a5577c7aa817959810c539a5,1783,455634185598edcae9e131085974c61c1224273959d8b8e8e2c416462447c92e,.github/workflows/triadicgate-ci.yml,1783,455634185598edcae9e131085974c61c1224273959d8b8e8e2c416462447c92e,RETIRED_INAPPLICABLE_UPSTREAM_INTEGRATION_WORKFLOW,TRUE_RETIRED_BASELINE,HOLD,false,RETIRED
.gitignore,100644,961a8d47b28d87b141753ad0ec3ff5957b71e6f9,305,d4f4633e7b903c08bde1768acb2040ba83aeacf313bbb2b502791a692228a9f9,.gitignore,305,d4f4633e7b903c08bde1768acb2040ba83aeacf313bbb2b502791a692228a9f9,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
AGENTS.md,100644,38726bed42dac89d724da7e1017660939439dbc3,1409,8f6f8fbd6669ec6b111792023df93218571b7d49c10a7eab560284194d83d9b5,AGENTS.md,1876,8695ca28dfab1c1fe456b1927909755caad109d941c24636781ebe2a09bf64c3,GH01_SUCCESSOR_MODIFIED,FALSE_GH01_SUCCESSOR_MODIFIED,HOLD,false,ACTIVE
LICENSE_NOT_YET_SELECTED.md,100644,843bfa8defb40f66858e6cc117974cbbdbd83e28,1016,ef41f1ffcfd3e2a77ef9c3ea8d67a06d02e16427ed0e844e793b9a7fdf926aca,LICENSE_NOT_YET_SELECTED.md,1016,ef41f1ffcfd3e2a77ef9c3ea8d67a06d02e16427ed0e844e793b9a7fdf926aca,RETIRED_RL02_OBSOLETE_LICENSE_PLACEHOLDER,TRUE_RETIRED_RL02_BASE,HOLD,false,RETIRED
README.md,100644,74fc14920b262b391cf282e2c5a688a837d29fe9,1097,00e3ed0d7dbd732fd3d4cdcfecddc0e13a09d7f9874d4f0fd11e9ee45ad1120b,README.md,4408,b90db2c0216d192c346e37aad34da6079f7ae7bee1b16d1f80902b1245933bf2,REPLACED_BY_RL02_BOUNDED_NOTICE_DOCUMENTATION,FALSE_RL02_REPLACED,HOLD,false,ACTIVE
components/CoherenceLattice/AGENTS.md,100644,34a350136d3c818f641d97959e9d9ca68ebec390,2222,6413524f1c00ade39e02327d7481158ffa0c1bcde137386974dd7750a5f7cfc6,components/CoherenceLattice/AGENTS.md,2222,6413524f1c00ade39e02327d7481158ffa0c1bcde137386974dd7750a5f7cfc6,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/README.md,100644,758c6e896ced3db9673095a0ca070a6c7edeea7b,34382,d62e62e6ab4b8793e08b340d2a23770923529fef17e7cad387bde473c468b318,components/CoherenceLattice/README.md,1778,144f438a4e6e5b23e83bbe68ad94fb48ea629b163e8f1f2c321e9812f9be9095,REPLACED_BY_RL02_BOUNDED_NOTICE_DOCUMENTATION,FALSE_RL02_REPLACED,HOLD,false,ACTIVE
components/CoherenceLattice/docs/architecture/UVLM_TRIADIC_COGNITION_CORE_V1.md,100644,6ef872ad1d8f2d7183010c98f1e5e51ff5164cd5,5327,0c0a00c541cb50d3d41f45af65ecd5a7f1769119b9d668cfc9f8c17e9e024240,components/CoherenceLattice/docs/architecture/UVLM_TRIADIC_COGNITION_CORE_V1.md,5327,0c0a00c541cb50d3d41f45af65ecd5a7f1769119b9d668cfc9f8c17e9e024240,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/docs/architecture/local_alpha_product_runtime_manifest_candidate_v0_1.json,100644,bbceed2f61a406d7d330f5964d6612c41a6acb6c,3143,c2a3d76ca0f0346e02e1aef35844f4ff4533dca50a0cc1e6f304c3f6c0b9de96,components/CoherenceLattice/docs/architecture/local_alpha_product_runtime_manifest_candidate_v0_1.json,3143,c2a3d76ca0f0346e02e1aef35844f4ff4533dca50a0cc1e6f304c3f6c0b9de96,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/docs/architecture/local_alpha_product_runtime_manifest_candidate_v0_1.schema.json,100644,79b988d05d60a493ee475f589b30ddee041fa397,886,184f39488bd33c59832a2e6db45316c80a7a21cf10aa5d28abb9e836bfb9776c,components/CoherenceLattice/docs/architecture/local_alpha_product_runtime_manifest_candidate_v0_1.schema.json,886,184f39488bd33c59832a2e6db45316c80a7a21cf10aa5d28abb9e836bfb9776c,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/docs/architecture/local_alpha_repo_housekeeping_product_manifest_preflight_v0_1.json,100644,ae8c52e6e17b2a8f75e690fdaed946feb3d66873,4153,0bd15f57541f59cb844981505a31f2592131af2f5b971198fe3b68cc164bfcec,components/CoherenceLattice/docs/architecture/local_alpha_repo_housekeeping_product_manifest_preflight_v0_1.json,4153,0bd15f57541f59cb844981505a31f2592131af2f5b971198fe3b68cc164bfcec,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/docs/architecture/local_alpha_repo_housekeeping_product_manifest_preflight_v0_1.schema.json,100644,5a64c5cec26366f2377f2c0e726615aa7db8cf7a,1378,7f15014e23e1ed56934b39674da2f52aac820e1091fdefbb85258a2101ce97dd,components/CoherenceLattice/docs/architecture/local_alpha_repo_housekeeping_product_manifest_preflight_v0_1.schema.json,1378,7f15014e23e1ed56934b39674da2f52aac820e1091fdefbb85258a2101ce97dd,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/pyproject.toml,100644,2bb9b12d5837ba68119c6921a010fe1d235fa5ca,1089,d97f9f34f5cd7f8ea783c5f043a09985b684b63be2f19a6c5ac55ab0a01fb167,components/CoherenceLattice/pyproject.toml,1089,d97f9f34f5cd7f8ea783c5f043a09985b684b63be2f19a6c5ac55ab0a01fb167,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/__init__.py,100644,134759c657bf5cb41618c1d1862f147c00794830,361,810685e2a03d746c7200dba90dcc828aaba667ffa72647f52a13edd8029b59af,components/CoherenceLattice/python/src/coherence/__init__.py,361,810685e2a03d746c7200dba90dcc828aaba667ffa72647f52a13edd8029b59af,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/__init__.py,100644,b7523c6c1f7394612234201fd0d2b6f4dcd2fdf6,1887,bd9d82ae17d1736fe39c222bd15338263c8a52e98d11c56a3a67fd28fe148aa8,components/CoherenceLattice/python/src/coherence/aegis/__init__.py,1887,bd9d82ae17d1736fe39c222bd15338263c8a52e98d11c56a3a67fd28fe148aa8,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/action_firewall.py,100644,35c06fe958d105df873954f9c6d1c101f37b57b6,9228,37bf9d5371267afbf4378d3d13f70f8d8f9b00b41df1785e19cdc6ad6cfd4001,components/CoherenceLattice/python/src/coherence/aegis/action_firewall.py,9228,37bf9d5371267afbf4378d3d13f70f8d8f9b00b41df1785e19cdc6ad6cfd4001,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/admission.py,100644,5a5cbac1ee52b3e316a9b2d59acf2cdfbe24e491,15627,aed764a9952173a85a69b21fa25211e854cf12e495a1a7afe9e7cba60ae23edd,components/CoherenceLattice/python/src/coherence/aegis/admission.py,15627,aed764a9952173a85a69b21fa25211e854cf12e495a1a7afe9e7cba60ae23edd,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/consent_check.py,100644,ef1e8afa4754650ca92721657eb2eaa5adc546cd,4166,552d4a945c933aadc69d54d61affa4e027c12977918b5d72e426c5ea93ab10e1,components/CoherenceLattice/python/src/coherence/aegis/consent_check.py,4166,552d4a945c933aadc69d54d61affa4e027c12977918b5d72e426c5ea93ab10e1,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/failure_receipt.py,100644,8cf37e2000854be6fd2f6d3897de30e1b13374a4,1010,75b1e30cd119471a7b6a5610840b409e62ff5f6b2cb10f0c088764758a9bdd37,components/CoherenceLattice/python/src/coherence/aegis/failure_receipt.py,1010,75b1e30cd119471a7b6a5610840b409e62ff5f6b2cb10f0c088764758a9bdd37,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/grounding_binding.py,100644,61cb4d56cc8245bdcad70768a5fda75569cb06f3,8082,9595fc44cf4caf515502f1fe1d8c117df93a6aa3fe77c13216121ee18b246e47,components/CoherenceLattice/python/src/coherence/aegis/grounding_binding.py,8082,9595fc44cf4caf515502f1fe1d8c117df93a6aa3fe77c13216121ee18b246e47,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/instruction_quarantine.py,100644,6e1e9e4b94b3ff98272eabf1f12a9ff51db495ae,9826,206131ded5b28e9da992d24441d4fd16a2c01c19af436e9d5f6abb785a67d0da,components/CoherenceLattice/python/src/coherence/aegis/instruction_quarantine.py,9826,206131ded5b28e9da992d24441d4fd16a2c01c19af436e9d5f6abb785a67d0da,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/local_runtime_enforcement_adapter.py,100644,8ed2fe653c8ee361a0dc1a5cc5b245dc15be181b,12289,574973e2d32b2f8f4ea5ef2450e551a866fa9e123a285cf60510caccaf421a19,components/CoherenceLattice/python/src/coherence/aegis/local_runtime_enforcement_adapter.py,12289,574973e2d32b2f8f4ea5ef2450e551a866fa9e123a285cf60510caccaf421a19,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/model_candidate_gate.py,100644,ae2a303bb0dfa6a0d59fe7c3f06a3f97cae2321c,10809,b7d21ef86e27e4bff54148363a0388aa5e37098250ed429ff03be74ab6227733,components/CoherenceLattice/python/src/coherence/aegis/model_candidate_gate.py,10809,b7d21ef86e27e4bff54148363a0388aa5e37098250ed429ff03be74ab6227733,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/policy.py,100644,7cf890b890be3b63a8e5655dafe4460fcffc753b,51694,d19eb7085a5dea5344d4302e0c310b48036100f70a067e5ddb4f9576652f48dc,components/CoherenceLattice/python/src/coherence/aegis/policy.py,51694,d19eb7085a5dea5344d4302e0c310b48036100f70a067e5ddb4f9576652f48dc,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/receipt_chain_export.py,100644,78719f023bd98f3422c9a06039490bdd6dc8f38f,10343,476a0261329c77990bdb8297c5cbc67c2fcea485e7996770304ffff83a8613f7,components/CoherenceLattice/python/src/coherence/aegis/receipt_chain_export.py,10343,476a0261329c77990bdb8297c5cbc67c2fcea485e7996770304ffff83a8613f7,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/source_scope.py,100644,a3ab63a9bc0ffa4768368f70f99312221a7a7ca3,6193,0120a8a6fde102b64616c305aeec7d2f456e8ac017a123c85f89c80ccc75f6f3,components/CoherenceLattice/python/src/coherence/aegis/source_scope.py,6193,0120a8a6fde102b64616c305aeec7d2f456e8ac017a123c85f89c80ccc75f6f3,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/totality_admission.py,100644,b320a37f741611467d24073576f33a07e99a0c1a,11399,02fcd90ae8df386bdde9b8c3234dd023164344445441bd4f4e81c3776683d4ad,components/CoherenceLattice/python/src/coherence/aegis/totality_admission.py,11399,02fcd90ae8df386bdde9b8c3234dd023164344445441bd4f4e81c3776683d4ad,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/types.py,100644,e1cc7aef7a2c1de82d1949aa9220e3cfeba4860b,597,fa40b35f08a33c06901db161b1350e21d22a421a99ae9e35c8f507854d0b8040,components/CoherenceLattice/python/src/coherence/aegis/types.py,597,fa40b35f08a33c06901db161b1350e21d22a421a99ae9e35c8f507854d0b8040,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/ui_preflight_status_surface.py,100644,0d8fc44388ab3d3eee95cacbffb34a3f9c0b69be,17112,752ae5c33ef329a9de85949cda51866d0758ffb555b5cf586c8eeec094a07549,components/CoherenceLattice/python/src/coherence/aegis/ui_preflight_status_surface.py,17112,752ae5c33ef329a9de85949cda51866d0758ffb555b5cf586c8eeec094a07549,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aha/__init__.py,100644,29e9e990a82b558ed9abe676ca188457ffe1a416,207,32b31d0484a2488cf01141a2403d7b8497f1675e713aa8a835540a6c8401093e,components/CoherenceLattice/python/src/coherence/aha/__init__.py,207,32b31d0484a2488cf01141a2403d7b8497f1675e713aa8a835540a6c8401093e,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aha/cli.py,100644,ff1f9bbcffd35a1e3cdcb7a82e2ee4f0549e5d13,655,cdbbd4eb6a250b6db785d27cb36e6482f5260a326b9d403623e61bd777b73a7e,components/CoherenceLattice/python/src/coherence/aha/cli.py,655,cdbbd4eb6a250b6db785d27cb36e6482f5260a326b9d403623e61bd777b73a7e,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aha/engine.py,100644,fa942b370bb41f08525065f70946cc74e7e25169,6822,a138e10e134003a5772b19497f4f0f262e23fc3fff7af91bfc6e243731341a34,components/CoherenceLattice/python/src/coherence/aha/engine.py,6822,a138e10e134003a5772b19497f4f0f262e23fc3fff7af91bfc6e243731341a34,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aha/models.py,100644,e05510dc3539b88f519deb7a340fb5a5f5f9823b,6891,a046e3edc204cc82520356c031368ea5c1dc9bd436cc647d2743fd2535e2e1c8,components/CoherenceLattice/python/src/coherence/aha/models.py,6891,a046e3edc204cc82520356c031368ea5c1dc9bd436cc647d2743fd2535e2e1c8,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aha/web.py,100644,d6a4ee7adcf2785e80a5226e9dcb0d7081c5795a,13843,e7d599d9fd25dff206904e3dfa67e6b0b04612160b64f6f9df695b78a64c787d,components/CoherenceLattice/python/src/coherence/aha/web.py,13843,e7d599d9fd25dff206904e3dfa67e6b0b04612160b64f6f9df695b78a64c787d,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/aha/workflow.py,100644,f11c68bec67c82f8dbff61c46cba0d5b21ef858c,7798,3485cb9f129fa43794f4802c9acf8de9448e7e2eeba7ee4f04af7d3bfa05ebac,components/CoherenceLattice/python/src/coherence/aha/workflow.py,7798,3485cb9f129fa43794f4802c9acf8de9448e7e2eeba7ee4f04af7d3bfa05ebac,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/context/__init__.py,100644,9eeef6d33cde090bcb0cb02f64abaad24166bb0e,19,6d817893f6d8b49cd271b45c1b2c577da394604344807566a7f8907e9e0a6ed4,components/CoherenceLattice/python/src/coherence/context/__init__.py,19,6d817893f6d8b49cd271b45c1b2c577da394604344807566a7f8907e9e0a6ed4,ADDITIONAL_INHERITED_ROUTE_DEPENDENCY,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/context/symbol_normalize.py,100644,ebd62dc58632745a1c5c3de42e161b8aa87190b0,3552,25b22d0bba3214855c315bd0d286df56f3581c5184c2c204e1f98784e1d3b449,components/CoherenceLattice/python/src/coherence/context/symbol_normalize.py,3552,25b22d0bba3214855c315bd0d286df56f3581c5184c2c204e1f98784e1d3b449,ADDITIONAL_INHERITED_ROUTE_DEPENDENCY,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/grounding/__init__.py,100644,a7d6b97efbd31bd644961cfa4b50ce6a716b084d,396,dbfc2ecd9bee99f57553c4563b8ad8904c4ffc46574d1fbb394b5e855cbdb6b1,components/CoherenceLattice/python/src/coherence/grounding/__init__.py,396,dbfc2ecd9bee99f57553c4563b8ad8904c4ffc46574d1fbb394b5e855cbdb6b1,ADDITIONAL_INHERITED_ROUTE_DEPENDENCY,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/grounding/bundle_builder.py,100644,06e151f75d15c3afccb9c94ccc6d1c137f386143,4324,f98bec8f636c9e068f1b663325d550a5895b948532bfaa0f8b8ab3da281055a7,components/CoherenceLattice/python/src/coherence/grounding/bundle_builder.py,4324,f98bec8f636c9e068f1b663325d550a5895b948532bfaa0f8b8ab3da281055a7,ADDITIONAL_INHERITED_ROUTE_DEPENDENCY,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/grounding/bundle_manifest.py,100644,261734786a0c280b53032ead98da6637a3e5bccf,993,f4ddf7c98e86d5a6b5567d0c906355862a400f2d1ec983f749ad95ae89a94cb3,components/CoherenceLattice/python/src/coherence/grounding/bundle_manifest.py,993,f4ddf7c98e86d5a6b5567d0c906355862a400f2d1ec983f749ad95ae89a94cb3,ADDITIONAL_INHERITED_ROUTE_DEPENDENCY,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/grounding/text_decode.py,100644,e16027e1ed00ac8caf12b6c126f7e399139cede9,5175,bf03aa5219f11167bd999951f0e33f07f17e4036df82ece3950b1e4e8891dae0,components/CoherenceLattice/python/src/coherence/grounding/text_decode.py,5175,bf03aa5219f11167bd999951f0e33f07f17e4036df82ece3950b1e4e8891dae0,ADDITIONAL_INHERITED_ROUTE_DEPENDENCY,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/__init__.py,100644,807aba33b5516566da9355fc9d98bf445caf5eed,1750,fe45d53baf3caf5166bd96189e9ec20cd8baa80285668219bda20d6895546dd5,components/CoherenceLattice/python/src/coherence/totality/__init__.py,1750,fe45d53baf3caf5166bd96189e9ec20cd8baa80285668219bda20d6895546dd5,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
